,epoch,batch,loss,acc,f1,recall,roll_730_acc,roll_730_loss,roll_180_acc,roll_180_loss
1676,8,84,0.3634309242753422,0.8425,0.8425,0.8425,0.847181506849313,0.3817247941765532,0.8513333333333337,0.37064399494408035
1677,8,85,0.36378022785796676,0.8625,0.8625,0.8625,0.8472328767123266,0.381658623497761,0.851430555555556,0.3705883894216254
1678,8,86,0.36419066683999424,0.8275,0.8275,0.8275,0.8471986301369842,0.3815933057639869,0.8511527777777782,0.3705367150738481
1679,8,87,0.364031737500971,0.855,0.855,0.855,0.8472568493150664,0.38152717502828704,0.851305555555556,0.3704821950185439
1680,8,88,0.36448703622550105,0.855,0.855,0.855,0.8472705479452034,0.38146193070479145,0.8514305555555558,0.3704274117410027
1681,8,89,0.36456581254800163,0.8625,0.8625,0.8625,0.8473047945205459,0.3813967693580198,0.8516805555555559,0.3703703486124073
1682,8,90,0.3643075306336958,0.87,0.87,0.87,0.8473356164383541,0.38133144197030466,0.851930555555556,0.3703098639532337
1683,8,91,0.36476224401722784,0.84,0.8399999999999999,0.84,0.8473458904109569,0.38126679096454547,0.8518333333333339,0.3702523391918758
1684,8,92,0.3652422876768215,0.85,0.85,0.85,0.8473561643835597,0.3812029661823735,0.8516111111111117,0.3701999308110015
1685,8,93,0.3654191367169644,0.85,0.85,0.85,0.8473767123287651,0.38113919963738635,0.8515416666666672,0.37014958942826875
1686,8,94,0.3654730345073499,0.87,0.87,0.87,0.8474041095890391,0.3810756626185332,0.8517361111111116,0.3700970385888669
1687,8,95,0.36602342283974093,0.8175,0.8175,0.8175,0.8473904109589021,0.38101297076777324,0.8515555555555561,0.3700474368689888
1688,8,96,0.3665115710386296,0.85,0.85,0.85,0.8474486301369843,0.3809501658461754,0.8514444444444449,0.37000133635610666
1689,8,97,0.3670771423043037,0.8425,0.8425,0.8425,0.8474383561643816,0.3808882080869133,0.8513333333333337,0.36995850501761585
1690,8,98,0.3674296471807692,0.85,0.85,0.85,0.84744520547945,0.380826919187909,0.851541666666667,0.3699146849611775
1691,8,99,0.36732176303863523,0.8575,0.8575,0.8575,0.8474554794520527,0.3807657009406611,0.8514861111111114,0.36987155976835234
1692,8,100,0.36763035513386866,0.8325,0.8325,0.8325,0.8474417808219157,0.3807049767043726,0.8516250000000003,0.36982557237905633
1693,8,101,0.3674558132302527,0.8625,0.8625,0.8625,0.8475068493150663,0.38064352035155785,0.8516250000000003,0.36977800508914566
1694,8,102,0.367377613933341,0.8875,0.8875,0.8875,0.8475821917808197,0.3805817295246291,0.8520694444444447,0.3697271524787277
1695,8,103,0.36697716323228985,0.8875,0.8875,0.8875,0.8476472602739704,0.38051935078957505,0.8521805555555556,0.36967325170247395
1696,8,104,0.3670052585147676,0.8525,0.8525,0.8525,0.8476780821917785,0.3804566871316679,0.8521666666666667,0.3696194717571344
1697,8,105,0.3672773795870115,0.845,0.845,0.845,0.847712328767121,0.38039437689047434,0.8522222222222222,0.3695659054275377
1698,8,106,0.367352004363158,0.8525,0.8525,0.8525,0.8477294520547921,0.3803321833680833,0.8524722222222222,0.36950909732489023
1699,8,107,0.367225706577301,0.8675,0.8675,0.8675,0.8477910958904086,0.3802697637780526,0.8525138888888888,0.36945262316768457
1700,8,108,0.36743381099963407,0.8575,0.8575,0.8575,0.8478458904109564,0.3802073380257262,0.8524305555555554,0.36939803108427977
1701,8,109,0.3679806178266352,0.83,0.83,0.83,0.8478493150684907,0.38014547297147894,0.8523194444444444,0.3693465273534243
1702,8,110,0.36839474106694126,0.835,0.835,0.835,0.8478253424657511,0.38008430205978666,0.8521805555555555,0.36929569823870073
1703,8,111,0.36839145155889647,0.8725,0.8725,0.8725,0.8478869863013675,0.38002324975472607,0.8523888888888888,0.36924410947112024
1704,8,112,0.36890060869993363,0.83,0.83,0.83,0.8479109589041073,0.3799626522503127,0.85225,0.3691949418422257
1705,8,113,0.36874185763953027,0.8775,0.8775,0.8775,0.847976027397258,0.3799016504685335,0.8524444444444444,0.36914472958379985
1706,8,114,0.3687097585719565,0.8575,0.8575,0.8575,0.8479999999999976,0.37984035332035276,0.8524722222222222,0.36909316648646967
1707,8,115,0.3692267254508775,0.8275,0.8275,0.8275,0.8480034246575318,0.37977981755834256,0.8524027777777776,0.36904296014262505
1708,8,116,0.3691308052621336,0.8725,0.8725,0.8725,0.8480753424657508,0.3797191747253351,0.8524999999999999,0.3689918047491337
1709,8,117,0.36926219170376406,0.84,0.8399999999999999,0.84,0.8480650684931481,0.3796588469645956,0.8524166666666667,0.36894064008088656
1710,8,118,0.3695164523204836,0.8525,0.8525,0.8525,0.8480821917808193,0.37959870594694983,0.8525555555555556,0.36888845500354417
1711,8,119,0.36971568365891777,0.8325,0.8325,0.8325,0.8480582191780796,0.379538993875228,0.8525833333333335,0.3688343656353525
1712,8,120,0.36965480200515305,0.8525,0.8525,0.8525,0.8480753424657507,0.3794790119894084,0.8526388888888891,0.3687780921125565
1713,8,121,0.3694594629475328,0.8675,0.8675,0.8675,0.8480993150684902,0.3794188229107829,0.8527222222222224,0.36872009288894303
1714,8,122,0.3699302966517162,0.835,0.835,0.835,0.8480958904109561,0.3793592740024044,0.8526666666666669,0.36866396921452704
1715,8,123,0.36986057412239814,0.865,0.865,0.865,0.8481198630136959,0.37929985823687024,0.8529861111111114,0.3686058852942612
1716,8,124,0.37019617438316343,0.8425,0.8425,0.8425,0.8481472602739698,0.37924054690050285,0.8529305555555559,0.36854917682795363
1717,8,125,0.37006336947282154,0.8525,0.8525,0.8525,0.848136986301367,0.37918143557963413,0.8528472222222224,0.368491164381006
1718,8,126,0.37019432224626614,0.84,0.8399999999999999,0.84,0.8482123287671206,0.37912208118510826,0.8526944444444446,0.3684343070601893
1719,8,127,0.3700730425771326,0.855,0.855,0.855,0.848246575342463,0.37906232799547057,0.8525000000000003,0.3683792250564875
1720,8,128,0.3700223364109217,0.8675,0.8675,0.8675,0.848246575342463,0.3790028710700333,0.852555555555556,0.3683236828678397
1721,8,129,0.37013397010473104,0.84,0.8399999999999999,0.84,0.8482499999999973,0.3789434205028544,0.852555555555556,0.3682678853480561
1722,8,130,0.3701929511459729,0.845,0.845,0.845,0.8482431506849288,0.3788842621111459,0.8526250000000003,0.3682112797870513
1723,8,131,0.37064910702633136,0.83,0.83,0.83,0.8482431506849288,0.3788254684078927,0.8524722222222226,0.3681572383136099
1724,8,132,0.37059741853771355,0.85,0.85,0.85,0.8482671232876686,0.3787664768344644,0.8525416666666671,0.3681020586108212
1725,8,133,0.3707478371129107,0.85,0.85,0.85,0.8482328767123262,0.37877569441065917,0.8525416666666671,0.36804726089419465
1726,8,134,0.37045211416703683,0.8975,0.8975,0.8975,0.8483150684931482,0.37874118061765427,0.852805555555556,0.3679907110048889
1727,8,135,0.37069498638019843,0.85,0.85,0.85,0.8483424657534221,0.3786898066277634,0.8528333333333338,0.36793426914231375
1728,8,136,0.3711686484570051,0.805,0.805,0.805,0.8482499999999975,0.37865652964751284,0.8527638888888893,0.36787783121221457
1729,8,137,0.37122754752635956,0.8525,0.8525,0.8525,0.8482260273972577,0.3786360234247422,0.8527361111111116,0.3678220592162275
1730,8,138,0.37159312907740366,0.825,0.825,0.825,0.8481575342465728,0.37862466887795415,0.8525555555555561,0.36776799241221864
1731,8,139,0.3713873633316585,0.8775,0.8775,0.8775,0.8481712328767099,0.378619325713471,0.8526527777777783,0.36771440436748243
1732,8,140,0.37114882849632425,0.8675,0.8675,0.8675,0.8481815068493126,0.3786157579061011,0.8528194444444449,0.36765918928962027
1733,8,141,0.37121232735439086,0.84,0.8399999999999999,0.84,0.8481369863013675,0.3786173010819758,0.8528888888888895,0.3676025136157725
1734,8,142,0.3711011322228225,0.8775,0.8775,0.8775,0.8481575342465731,0.3786171075835102,0.853069444444445,0.3675450040246105
1735,8,143,0.3713507801294327,0.8525,0.8525,0.8525,0.8481472602739704,0.37861160516736686,0.8532500000000005,0.3674867271357666
1736,8,144,0.37159574484003,0.8525,0.8525,0.8525,0.848130136986299,0.37861014184551084,0.8532916666666671,0.3674278985415306
1737,8,145,0.3716062025664604,0.855,0.855,0.855,0.8481095890410936,0.3786118974463466,0.8532777777777782,0.3673694154053498
1738,8,146,0.37204074514966434,0.815,0.815,0.815,0.8480205479452032,0.3786195276905676,0.853069444444445,0.36731353466229477
1739,8,147,0.3722850843458562,0.835,0.835,0.835,0.8480171232876691,0.378619677290631,0.8529444444444451,0.3672599557956787
1740,8,148,0.37228522744754816,0.8525,0.8525,0.8525,0.8480102739726005,0.37862031254342166,0.8530555555555561,0.36720460329839544
1741,8,149,0.37228301286697385,0.8575,0.8575,0.8575,0.8480273972602718,0.37862050484087767,0.8532222222222228,0.36714721667408395
1742,8,150,0.3725108283245011,0.85,0.85,0.85,0.8480171232876691,0.3786206440604739,0.8533750000000005,0.3670898935538002
1743,8,151,0.3725199766064945,0.8625,0.8625,0.8625,0.8479554794520525,0.3786248036336736,0.8535972222222229,0.3670306207839786
1744,8,152,0.37279735534798863,0.8325,0.8325,0.8325,0.8479041095890388,0.3786291775535478,0.8535972222222229,0.36697202191337575
1745,8,153,0.3728350904080775,0.845,0.845,0.845,0.8479006849315046,0.37863265030066656,0.8535000000000006,0.36691364602972004
1746,8,154,0.3728388705561238,0.8575,0.8575,0.8575,0.8479486301369841,0.3786321495875777,0.8535000000000006,0.3668550605758908
1747,8,155,0.37319483015781796,0.845,0.845,0.845,0.8479143835616416,0.37863346651063245,0.8535555555555561,0.3667980575040097
1748,8,156,0.3731925316676972,0.8725,0.8725,0.8725,0.847976027397258,0.3786323033597419,0.8535694444444449,0.3667417657552949
1749,8,157,0.37331826645362226,0.8575,0.8575,0.8575,0.8479520547945182,0.3786308735466245,0.8536527777777783,0.3666858021342701
1750,8,158,0.373183695400286,0.8725,0.8725,0.8725,0.8479794520547922,0.3786277264075647,0.8538611111111115,0.36662870135959447
1751,8,159,0.3727587966248393,0.8875,0.8875,0.8875,0.8480376712328743,0.37862208682191206,0.8540833333333337,0.36656915555191183
1752,8,160,0.3727537104802102,0.855,0.855,0.855,0.8480513698630113,0.37861448732865965,0.8541944444444447,0.3665086103325873
1753,8,161,0.372814021360727,0.85,0.85,0.85,0.8480787671232853,0.37860422585428577,0.8540972222222224,0.36644952899650485
1754,8,162,0.3727698973351461,0.8575,0.8575,0.8575,0.8481164383561619,0.37859058438439536,0.854388888888889,0.3663878302985188
1755,8,163,0.3727688524054318,0.83,0.83,0.83,0.8480958904109565,0.3785770268409579,0.8543055555555558,0.3663256169988192
1756,8,164,0.3729003718405059,0.8425,0.8425,0.8425,0.8481095890410935,0.37856403227112995,0.8542361111111114,0.3662641241620633
1757,8,165,0.37317440434392674,0.8375,0.8375,0.8375,0.8480924657534221,0.3785515132888209,0.8540000000000003,0.3662059750415199
1758,8,166,0.373584719832072,0.825,0.825,0.825,0.8480856164383537,0.37853826320948386,0.8539444444444446,0.36614993292388376
1759,8,167,0.3736496519829546,0.8575,0.8575,0.8575,0.8481575342465728,0.37852320334407047,0.8540416666666668,0.3660929339467518
1760,8,168,0.37380240566631745,0.855,0.855,0.855,0.8481643835616413,0.3785087986824064,0.8541388888888889,0.36603539288175
1761,8,169,0.3740005784174975,0.825,0.825,0.825,0.8481575342465728,0.37849409816678725,0.8540694444444443,0.3659777142471462
1762,8,170,0.37403651827957196,0.8325,0.8325,0.8325,0.8481267123287646,0.37848064371162093,0.8541111111111112,0.3659189244017378
1763,8,171,0.37417699171360147,0.845,0.845,0.845,0.8481369863013674,0.37846536438915857,0.8541527777777778,0.36586015570435915
1764,8,172,0.3742203440280319,0.85,0.85,0.85,0.8481335616438331,0.3784501192575902,0.8542638888888888,0.3658006433059184
1765,8,173,0.37438931975556516,0.8225,0.8225,0.8225,0.8481335616438331,0.3784344066137314,0.8540416666666665,0.3657424292272575
1766,8,174,0.3747920305388314,0.8275,0.8275,0.8275,0.8481095890410935,0.37841744261132776,0.8539027777777776,0.3656858703007621
1767,8,175,0.37497961707413197,0.8375,0.8375,0.8375,0.8480856164383537,0.3784008739458138,0.8541111111111108,0.3656278416844643
1768,8,176,0.37516441015200425,0.82,0.82,0.82,0.848047945205477,0.37838393980911045,0.8541666666666663,0.3655688209549494
1769,8,177,0.37541001532854656,0.8375,0.8375,0.8375,0.8480342465753401,0.3783669510205592,0.8543333333333331,0.36551023169176866
1770,8,178,0.37513986995766285,0.895,0.895,0.895,0.8481369863013674,0.3783483358943232,0.8547361111111109,0.3654493758912153
1771,8,179,0.37547419352663886,0.8225,0.8225,0.8225,0.8481061643835591,0.3783301314161276,0.8545833333333331,0.3653899715631363
1772,8,180,0.3755124566963364,0.8525,0.8525,0.8525,0.8480273972602714,0.37831520033462834,0.8544166666666665,0.36543573703482163
1773,8,181,0.37517712977561324,0.875,0.875,0.875,0.8480890410958878,0.3782987044033912,0.8543888888888886,0.3656383996135452
1774,8,182,0.3753988978966989,0.8375,0.8375,0.8375,0.8480273972602712,0.37828364629224076,0.8541527777777776,0.3658180373269471
1775,8,183,0.3753996695513311,0.865,0.865,0.865,0.8480821917808191,0.3782673847946549,0.8542916666666666,0.36593163884342944
1776,8,184,0.3756296908533251,0.8175,0.8175,0.8175,0.8480753424657507,0.3782502419851936,0.8539166666666665,0.3660904080865438
1777,8,185,0.37580608696706835,0.8375,0.8375,0.8375,0.8480719178082163,0.37823274103384047,0.8538055555555556,0.3662371776736858
1778,8,186,0.3758398562191642,0.835,0.835,0.835,0.8480616438356137,0.37821482862581696,0.8536805555555557,0.3663767564553239
1779,8,187,0.37636545332188304,0.8125,0.8125,0.8125,0.8480102739726,0.37819755746413275,0.8535555555555556,0.3664677592351319
1780,8,188,0.37674365204478066,0.81,0.81,0.81,0.8479657534246547,0.37818081730005826,0.8531805555555556,0.3665744804922231
1781,8,189,0.3766521648356789,0.8675,0.8675,0.8675,0.8479999999999972,0.3781638068669992,0.8532222222222223,0.3666752983468645
1782,8,190,0.37693444315675667,0.8325,0.8325,0.8325,0.8479623287671204,0.37814686830051264,0.8529722222222224,0.3667826725254296
1783,8,191,0.3773042382672429,0.84,0.8399999999999999,0.84,0.8479760273972574,0.3781299115768717,0.8529444444444446,0.3668912155896679
1784,8,192,0.37738561645690644,0.8425,0.8425,0.8425,0.8479794520547915,0.3781120012883259,0.8528472222222223,0.3670087512886339
