,epoch,batch,loss,acc,f1,recall,roll_730_acc,roll_730_loss,roll_180_acc,roll_180_loss
829,4,33,0.3899787795894286,0.815,0.815,0.815,0.8243904109589039,0.46724300745833763,0.8382083333333338,0.4157901063246151
830,4,34,0.3908325254917145,0.8325,0.8325,0.8325,0.8244349315068491,0.46689118905521737,0.8383611111111116,0.4156135590120503
831,4,35,0.391154279311498,0.845,0.845,0.845,0.8244691780821916,0.46654177090747934,0.8382083333333338,0.4154443443656274
832,4,36,0.3916273608401015,0.8475,0.8475,0.8475,0.8245410958904108,0.4661944712561317,0.8382777777777781,0.4152782124675889
833,4,37,0.3924037798454887,0.835,0.835,0.835,0.8246130136986299,0.4658492185932214,0.838180555555556,0.4151144627329121
834,4,38,0.3923194538324307,0.8475,0.8475,0.8475,0.8246643835616436,0.46550549800602153,0.8385138888888893,0.4149429875099485
835,4,39,0.39211450442671775,0.845,0.845,0.845,0.8247568493150683,0.46516289118506776,0.8383472222222227,0.41477445938142793
836,4,40,0.39303506147570727,0.84,0.8399999999999999,0.84,0.8248732876712328,0.46482208679649983,0.8382916666666672,0.41461150107081207
837,4,41,0.3932059407234192,0.8475,0.8475,0.8475,0.8249760273972601,0.4644828708419317,0.8382083333333338,0.41445210864771215
838,4,42,0.3934307410273441,0.84,0.8399999999999999,0.84,0.8250582191780821,0.46414515120257066,0.8382222222222226,0.41429446956756427
839,4,43,0.3956947516311299,0.79,0.79,0.79,0.8250616438356162,0.4638118997846256,0.8380416666666671,0.41414489129650417
840,4,44,0.3952112442917294,0.8475,0.8475,0.8475,0.8251506849315066,0.46347895338922335,0.8380277777777783,0.4139947134711124
841,4,45,0.39649370507053705,0.815,0.815,0.815,0.8252191780821916,0.46314844649612047,0.8378194444444449,0.41385397350964503
842,4,46,0.3952863412968656,0.8675,0.8675,0.8675,0.8252842465753422,0.4628179922591253,0.8379444444444449,0.41370681527235653
843,4,47,0.3966555390506983,0.8325,0.8325,0.8325,0.8253013698630133,0.4624911361376525,0.8381111111111117,0.41356281449078935
844,4,48,0.3965466320514679,0.8425,0.8425,0.8425,0.8253458904109585,0.4621660558414559,0.8382777777777783,0.41341389070804807
845,4,49,0.3963830161094666,0.8425,0.8425,0.8425,0.8253972602739722,0.4618422578518351,0.8380555555555561,0.4132671623649022
846,4,50,0.3968914893327975,0.83,0.83,0.83,0.825421232876712,0.4615207371647758,0.837833333333334,0.4131265069559221
847,4,51,0.39732323816189397,0.8375,0.8375,0.8375,0.8254794520547942,0.4612008596190624,0.8377083333333339,0.41299075936884183
848,4,52,0.3975142943409254,0.84,0.8399999999999999,0.84,0.8255650684931504,0.46088239997515573,0.8378750000000006,0.41285469460047847
849,4,53,0.3977317936994411,0.8425,0.8425,0.8425,0.8256404109589037,0.46056547792190705,0.837958333333334,0.412718216650278
850,4,54,0.3978832055221904,0.8375,0.8375,0.8375,0.8256952054794516,0.4602498819722406,0.8380138888888897,0.4125814129831451
851,4,55,0.3983495666512421,0.835,0.835,0.835,0.8257636986301367,0.4599360536506955,0.8380833333333342,0.41244686834894895
852,4,56,0.39860817790031433,0.835,0.835,0.835,0.8257705479452052,0.4596245788503865,0.8380416666666676,0.4123129203491822
853,4,57,0.39806748412806414,0.865,0.865,0.865,0.8258801369863011,0.459313149219239,0.8381388888888899,0.4121781904256101
854,4,58,0.39845223497536225,0.8375,0.8375,0.8375,0.8259006849315066,0.459003634897535,0.8382361111111122,0.41204198372971174
855,4,59,0.39919864684343337,0.83,0.83,0.83,0.8259554794520546,0.45869627681485386,0.8381805555555567,0.4119118964775346
856,4,60,0.39907468586671546,0.8575,0.8575,0.8575,0.8260102739726025,0.4583903735223162,0.8383194444444454,0.4117816607504589
857,4,61,0.3989609330892563,0.855,0.855,0.855,0.8260958904109587,0.458085020145187,0.8384166666666676,0.4116520645962777
858,4,62,0.39900130884987967,0.86,0.8599999999999999,0.86,0.8261438356164381,0.457781217342991,0.8386388888888899,0.41152228915061884
859,4,63,0.39870672207325697,0.8575,0.8575,0.8575,0.826198630136986,0.45747828119345174,0.8387777777777786,0.41138919336777774
860,4,64,0.3987719769661243,0.8325,0.8325,0.8325,0.8262465753424654,0.45717648494326224,0.8387083333333343,0.41125747458002915
861,4,65,0.3986033968853228,0.85,0.85,0.85,0.8263595890410955,0.4568750855396645,0.838736111111112,0.41112777444629756
862,4,66,0.3995547743875589,0.8225,0.8225,0.8225,0.8264246575342462,0.4565756748031161,0.8387083333333343,0.41100345798328025
863,4,67,0.40023142493822994,0.8275,0.8275,0.8275,0.8264726027397257,0.4562780803392785,0.8388194444444453,0.41088055811669405
864,4,68,0.40017577876215393,0.855,0.855,0.855,0.8265582191780818,0.45598143207272557,0.8388333333333342,0.4107573659916731
865,4,69,0.4012242572648185,0.7975,0.7975,0.7975,0.8265582191780818,0.4556871314437213,0.8384583333333342,0.41064187950719305
866,4,70,0.4012799338555672,0.845,0.845,0.845,0.8266815068493147,0.45539330958972196,0.8385000000000008,0.41052507136834443
867,4,71,0.40118814383943874,0.855,0.855,0.855,0.8267636986301367,0.45510018096072,0.838472222222223,0.41041074521577436
868,4,72,0.4010603268669076,0.8575,0.8575,0.8575,0.8268630136986298,0.4548075730960028,0.8386111111111116,0.4102954913816023
869,4,73,0.40118402403754155,0.845,0.845,0.845,0.8269383561643834,0.45451623290486465,0.8387916666666673,0.4101769901714235
870,4,74,0.4016528765360514,0.8125,0.8125,0.8125,0.8269554794520546,0.45422656758111457,0.8387083333333339,0.410060437534398
871,4,75,0.4015378767722531,0.845,0.845,0.845,0.8269623287671232,0.4539386324322062,0.8388888888888896,0.40994045956496145
872,4,76,0.40133243760505277,0.84,0.8399999999999999,0.84,0.8270239726027396,0.4536510660462072,0.838958333333334,0.4098191000598455
873,4,77,0.40119814796325487,0.86,0.8599999999999999,0.86,0.8270787671232875,0.45336475501547563,0.839222222222223,0.40969565696551746
874,4,78,0.4022550873364074,0.7725,0.7725000000000001,0.7725,0.8270479452054794,0.4530809690168315,0.8388333333333342,0.40957875777074976
875,4,79,0.4018927253782749,0.87,0.87,0.87,0.8271301369863014,0.4527977480355623,0.8390000000000009,0.40946129369545625
876,4,80,0.4016399582227071,0.8425,0.8425,0.8425,0.8272157534246576,0.4525149088497135,0.8390972222222232,0.4093434997606915
877,4,81,0.4016881566949007,0.8325,0.8325,0.8325,0.82725,0.4522332098120578,0.8391388888888899,0.40922601915803347
878,4,82,0.40189071951142274,0.85,0.85,0.85,0.8273356164383562,0.45195241598699004,0.8392916666666678,0.4091082416534811
879,4,83,0.40209796705416273,0.8375,0.8375,0.8375,0.82738698630137,0.4516733276030303,0.8393055555555566,0.40898905270628877
880,4,84,0.4013768308302935,0.87,0.87,0.87,0.8274828767123289,0.4513942417235217,0.8395694444444456,0.4088640474699203
881,4,85,0.4012380963148073,0.8625,0.8625,0.8625,0.8275890410958906,0.4511158786261641,0.8396805555555568,0.40873909623306914
882,4,86,0.40183860029297314,0.8175,0.8175,0.8175,0.8275993150684934,0.4508393552382595,0.8396666666666679,0.4086163831006909
883,4,87,0.4017306867648255,0.84,0.8399999999999999,0.84,0.8276164383561646,0.4505637719147275,0.8396111111111123,0.40849385805862426
884,4,88,0.4018735122144892,0.845,0.845,0.845,0.8276095890410962,0.4502899533076651,0.8396250000000012,0.40837112325601527
885,4,89,0.4018957250648075,0.8525,0.8525,0.8525,0.8276780821917811,0.45001722379667436,0.8396666666666679,0.40824820585697363
886,4,90,0.4026327110253848,0.8125,0.8125,0.8125,0.827719178082192,0.4497457575696955,0.8394861111111123,0.4081299261433082
887,4,91,0.40324569169593893,0.815,0.815,0.815,0.8277020547945209,0.44947646977563865,0.8391944444444456,0.40801945777599746
888,4,92,0.4032695363926631,0.8525,0.8525,0.8525,0.8277363013698632,0.44920813510887725,0.8392361111111122,0.40791062271403655
889,4,93,0.40331046441768076,0.8425,0.8425,0.8425,0.827801369863014,0.4489405369155625,0.8392638888888899,0.4078020495048619
890,4,94,0.40384935391576665,0.835,0.835,0.835,0.8278527397260277,0.44867421971333726,0.8394027777777789,0.40769307212233485
891,4,95,0.4041110336159666,0.835,0.835,0.835,0.8278664383561647,0.4484091711564348,0.8393472222222234,0.40758595812801574
892,4,96,0.40428825874918517,0.855,0.855,0.855,0.8279623287671236,0.4481451850801798,0.8393333333333345,0.40748231543334285
893,4,97,0.4046433680519766,0.835,0.835,0.835,0.8280136986301374,0.4478824399740427,0.8391944444444456,0.407382458897655
894,4,98,0.4046969564274104,0.8325,0.8325,0.8325,0.8280068493150688,0.44762091781771185,0.8391250000000012,0.40728313445367376
895,4,99,0.4049573037028313,0.8225,0.8225,0.8225,0.8280410958904113,0.44736047686497904,0.8389861111111123,0.40718705934889987
896,4,100,0.40531780489600533,0.83,0.83,0.83,0.8280856164383565,0.44710144094359255,0.8390833333333346,0.4070912592478777
897,4,101,0.4052438259709115,0.8375,0.8375,0.8375,0.8281575342465758,0.4468429128133358,0.8390000000000013,0.4069954834842423
898,4,102,0.4056190842563666,0.84,0.8399999999999999,0.84,0.828188356164384,0.4465858008220227,0.8389166666666681,0.40690306656344455
899,4,103,0.40573101605360323,0.8325,0.8325,0.8325,0.8282602739726032,0.446329194111316,0.8388750000000015,0.406811492871846
900,4,104,0.4059143915062859,0.8425,0.8425,0.8425,0.8283184931506854,0.4460736636481973,0.8389861111111127,0.40671972274355545
901,4,105,0.40624610208115486,0.835,0.835,0.835,0.8283356164383567,0.4458195948261246,0.8390416666666682,0.406629668007608
902,4,106,0.40628353791816213,0.8425,0.8425,0.8425,0.8283835616438361,0.445566308796936,0.8390277777777794,0.406540639593762
903,4,107,0.4064372068753949,0.8275,0.8275,0.8275,0.8284554794520553,0.4453134402460038,0.8390000000000015,0.4064526026114433
904,4,108,0.4063803414139179,0.86,0.8599999999999999,0.86,0.828534246575343,0.44506092383847556,0.839194444444446,0.40636358423876684
905,4,109,0.4065107500011271,0.8475,0.8475,0.8475,0.8285719178082196,0.44480925707049124,0.8390972222222237,0.406277117958709
906,4,110,0.4072040174458478,0.8175,0.8175,0.8175,0.8285684931506853,0.4445594790585991,0.8390000000000015,0.4061942116788455
907,4,111,0.40739763368453297,0.8325,0.8325,0.8325,0.828606164383562,0.4443109144962605,0.8388750000000016,0.4061121559255885
908,4,112,0.4079242804936603,0.8025,0.8025,0.8025,0.8286267123287675,0.4440633864686509,0.8385138888888904,0.4060337798692299
909,4,113,0.40811392795621304,0.845,0.845,0.845,0.8286883561643841,0.44381650862823435,0.838458333333335,0.4059588638528831
910,4,114,0.40834547514500824,0.8225,0.8225,0.8225,0.8286986301369866,0.44357052746985315,0.8385416666666683,0.40588387614396254
911,4,115,0.4084664133602175,0.8425,0.8425,0.8425,0.8287636986301373,0.4433253772830915,0.8386944444444461,0.4058080919438714
912,4,116,0.4085621991728106,0.8325,0.8325,0.8325,0.8287431506849319,0.44308151364232906,0.8387083333333349,0.4057325323702318
913,4,117,0.4086953537949061,0.8225,0.8225,0.8225,0.8287876712328771,0.4428384183167475,0.8387361111111127,0.4056557724846974
914,4,118,0.40835919675706817,0.85,0.85,0.85,0.8288082191780827,0.44259582811566206,0.8388333333333348,0.4055781294732951
915,4,119,0.4081210407118003,0.855,0.855,0.855,0.8288869863013703,0.4423535160990372,0.8388333333333348,0.4055016024129046
916,4,120,0.4085153774781661,0.8375,0.8375,0.8375,0.8289349315068497,0.4421120994495301,0.8386944444444459,0.40542849798384456
917,4,121,0.40851017686187246,0.8575,0.8575,0.8575,0.8290000000000004,0.441871250409117,0.8388888888888903,0.40535378674742056
918,4,122,0.4081514368696911,0.86,0.8599999999999999,0.86,0.8291095890410963,0.44163040431969036,0.8391666666666682,0.40527555467762055
919,4,123,0.40856698419778575,0.8125,0.8125,0.8125,0.8291301369863018,0.4413909002523097,0.8390833333333348,0.4051992160145665
920,4,124,0.40838651251792907,0.85,0.85,0.85,0.8292226027397265,0.4411515445988097,0.8390555555555571,0.4051240429950959
921,4,125,0.40844192036560606,0.845,0.845,0.845,0.829284246575343,0.44091275997005286,0.8389861111111128,0.40505044711707566
922,4,126,0.4082938362294295,0.84,0.8399999999999999,0.84,0.8293321917808226,0.4406743973753636,0.8391250000000017,0.40497382568360435
923,4,127,0.40834257821552455,0.8425,0.8425,0.8425,0.829380136986302,0.44043673369149705,0.8390694444444462,0.404897588910314
924,4,128,0.40905014489048214,0.82,0.82,0.82,0.8294246575342472,0.44020057099492965,0.8391111111111128,0.40482369300278115
925,4,129,0.40959514860923474,0.8075,0.8075,0.8075,0.829393835616439,0.43996608309054797,0.8389861111111128,0.40475335381113364
926,4,130,0.40983493660242504,0.8425,0.8425,0.8425,0.8294760273972608,0.4397321312831022,0.8389305555555573,0.40468496116539215
927,4,131,0.4106568840868545,0.7975,0.7975,0.7975,0.8294486301369869,0.4394998352229876,0.8386944444444462,0.40462075652596774
928,4,132,0.41051736025881946,0.8375,0.8375,0.8375,0.8294691780821923,0.43926829367288545,0.8387777777777796,0.40455545737427684
929,4,133,0.4107715222817748,0.8275,0.8275,0.8275,0.8294691780821923,0.43921009990728194,0.8387222222222239,0.40449175452506614
930,4,134,0.41128798612841855,0.8175,0.8175,0.8175,0.8296746575342471,0.43894539652748443,0.8387361111111128,0.4044297718382681
931,4,135,0.41117504699265256,0.855,0.855,0.855,0.8297260273972608,0.43873146072582864,0.8387361111111128,0.4043679538870976
932,4,136,0.4114413579014966,0.8225,0.8225,0.8225,0.8297910958904116,0.4385127415253323,0.8385000000000016,0.4043081508172797
933,4,137,0.4116714639940124,0.8225,0.8225,0.8225,0.8298732876712334,0.4382752678898927,0.8384305555555571,0.4042490935331291
934,4,138,0.41172590680259596,0.8275,0.8275,0.8275,0.829883561643836,0.43805019484284013,0.8382638888888904,0.40419142403143143
935,4,139,0.4119666108063289,0.8225,0.8225,0.8225,0.8299246575342469,0.43783971915099623,0.838055555555557,0.4041364158335582
936,4,140,0.4116665731507836,0.8575,0.8575,0.8575,0.8299965753424661,0.43763760695660925,0.8382777777777791,0.40407910090190907
937,4,141,0.41185548523782006,0.84,0.8399999999999999,0.84,0.8300582191780826,0.43744226817367876,0.8384722222222235,0.40402131757350773
938,4,142,0.4117768083835815,0.8325,0.8325,0.8325,0.8301267123287676,0.4372493923652865,0.8385694444444458,0.4039613972452875
939,4,143,0.4120117935041587,0.8325,0.8325,0.8325,0.8301301369863017,0.4370661894833653,0.8385555555555569,0.4039023924697206
940,4,144,0.411976348326124,0.84,0.8399999999999999,0.84,0.8301130136986306,0.43689935571652694,0.8385277777777792,0.40384386632570823
941,4,145,0.4119368030192101,0.8325,0.8325,0.8325,0.8301575342465758,0.4367361048180778,0.8385972222222238,0.4037834272364354
942,4,146,0.41201331603283786,0.825,0.825,0.825,0.8301849315068499,0.4365750752829974,0.8385833333333349,0.40372351003942736
943,4,147,0.4120498603662929,0.8375,0.8375,0.8375,0.8302910958904115,0.43641175261300585,0.8384722222222238,0.40366466007985835
944,4,148,0.4119468713366745,0.8275,0.8275,0.8275,0.830325342465754,0.4362456286032619,0.8384861111111127,0.40360476209444623
945,4,149,0.4118982321023941,0.83,0.83,0.83,0.8303732876712335,0.4360804909372447,0.838347222222224,0.40354343004473703
946,4,150,0.4121629720097346,0.8175,0.8175,0.8175,0.830380136986302,0.43591992845208294,0.8381944444444461,0.40348333280938076
947,4,151,0.412084823376254,0.825,0.825,0.825,0.8304143835616445,0.4357601996102308,0.8381666666666683,0.40342233099968317
948,4,152,0.41187261249504836,0.8525,0.8525,0.8525,0.8304897260273979,0.43560186835355985,0.8380833333333348,0.40336214045704016
949,4,153,0.4123071745618597,0.8125,0.8125,0.8125,0.8304417808219186,0.4354494498172872,0.8380972222222237,0.403301778217885
950,4,154,0.41211539237729966,0.845,0.845,0.845,0.8304417808219186,0.4353037796432433,0.8383750000000015,0.40323921220072045
951,4,155,0.41213359569127744,0.8375,0.8375,0.8375,0.8304383561643842,0.43516431466011646,0.8385277777777793,0.40317561019458703
952,4,156,0.4119965236657744,0.8475,0.8475,0.8475,0.8305034246575349,0.43502487594043965,0.8386111111111126,0.40311085705319555
953,4,157,0.41195747822145873,0.8325,0.8325,0.8325,0.8305273972602746,0.4348877763686022,0.8386944444444461,0.4030461929802182
954,4,158,0.4118343786623493,0.8425,0.8425,0.8425,0.8305171232876718,0.4347545463127011,0.8388055555555572,0.40297987175649297
955,4,159,0.4119687145575881,0.835,0.835,0.835,0.8305273972602746,0.43462379111946253,0.8387361111111128,0.4029134312222012
956,4,160,0.41185505827021157,0.85,0.85,0.85,0.8305856164383568,0.434494351702043,0.838958333333335,0.4028447019105917
957,4,161,0.4117884738945667,0.8275,0.8275,0.8275,0.8305787671232883,0.4343679970206626,0.8389444444444459,0.4027752679024192
958,4,162,0.41235916380501964,0.8075,0.8075,0.8075,0.8305993150684937,0.43424264898838544,0.8386666666666683,0.402710270267145
959,4,163,0.4123063065656802,0.85,0.85,0.85,0.8306678082191787,0.43411569978118797,0.838569444444446,0.40264707537677114
960,4,164,0.41217054345391013,0.845,0.845,0.845,0.8307328767123294,0.4339881216820028,0.8385277777777793,0.4025820370001545
961,4,165,0.4120110835296562,0.85,0.85,0.85,0.8307054794520555,0.4338646117246159,0.8386250000000015,0.4025161521995325
962,4,166,0.41195904762445096,0.8425,0.8425,0.8425,0.830739726027398,0.43374158317968936,0.838680555555557,0.4024497384764094
963,4,167,0.41231895078505787,0.815,0.815,0.815,0.8307705479452062,0.43361788314774796,0.8386666666666681,0.40238414372839465
964,4,168,0.4124849175913094,0.8325,0.8325,0.8325,0.8307739726027404,0.43349729334642395,0.8385416666666683,0.40232082137093866
965,4,169,0.41251363982172573,0.84,0.8399999999999999,0.84,0.8308321917808226,0.4333754629601954,0.8387361111111127,0.402254950557183
966,4,170,0.41274972878701505,0.83,0.83,0.83,0.830852739726028,0.4332562380592222,0.8387777777777795,0.40219040597220573
967,4,171,0.4127638556582983,0.82,0.82,0.82,0.8308630136986309,0.43313776425722134,0.8387777777777795,0.4021254831513775
968,4,172,0.4127532757086561,0.84,0.8399999999999999,0.84,0.8308493150684939,0.43302229308307366,0.8388888888888906,0.40205972169494625
969,4,173,0.41279200729967536,0.8225,0.8225,0.8225,0.8308458904109596,0.4329088993238224,0.8389444444444462,0.4019935950713719
970,4,174,0.4130046101978847,0.8175,0.8175,0.8175,0.8307979452054802,0.43279880182369074,0.8388750000000016,0.4019293052574854
971,4,175,0.4131421074271202,0.8275,0.8275,0.8275,0.8307979452054802,0.43268994542349176,0.8388888888888905,0.4018648063328961
972,4,176,0.4130495066023142,0.8525,0.8525,0.8525,0.8308595890410966,0.4325823313070009,0.8390000000000015,0.40179891453853966
973,4,177,0.4129596342531483,0.8275,0.8275,0.8275,0.830893835616439,0.43247366140825066,0.8391388888888902,0.401730379776082
974,4,178,0.4131367869217303,0.8125,0.8125,0.8125,0.8309178082191788,0.4323638779234549,0.8388750000000013,0.4016640978392331
975,4,179,0.41327315833833483,0.83,0.83,0.83,0.8309691780821925,0.43225394572177434,0.8388611111111124,0.401598730816989
976,4,180,0.4134566767439658,0.84,0.8399999999999999,0.84,0.8310273972602747,0.4321445412400889,0.8386250000000014,0.40198577274084824
977,4,181,0.4134178317182667,0.825,0.825,0.825,0.8310684931506858,0.4320349431733276,0.838541666666668,0.4022199243760808
978,4,182,0.4134000733576186,0.82,0.82,0.82,0.8310547945205489,0.43192731736431256,0.838402777777779,0.4024718267924745
979,4,183,0.4133014570435752,0.8475,0.8475,0.8475,0.8311061643835626,0.43181861805901534,0.8384444444444457,0.4026731749061354
980,4,184,0.413419395201915,0.84,0.8399999999999999,0.84,0.8311438356164393,0.4317107364156401,0.8384305555555568,0.40284112049373466
981,4,185,0.41330549601585637,0.85,0.85,0.85,0.8312260273972613,0.4316019412056786,0.8384444444444457,0.40296254312913266
982,4,186,0.41344157865340697,0.84,0.8399999999999999,0.84,0.8312465753424668,0.4314946503458251,0.8385138888888902,0.4030777931413234
983,4,187,0.413397490344149,0.85,0.85,0.85,0.8313527397260284,0.43138654198181087,0.8385138888888902,0.4032079840243578
984,4,188,0.41340099976807043,0.8375,0.8375,0.8375,0.8313424657534256,0.43128006597448265,0.8385972222222235,0.40332502038646145
985,4,189,0.41323408296233727,0.8475,0.8475,0.8475,0.8314006849315078,0.43117269073907866,0.8387361111111125,0.4034334224659446
986,4,190,0.4134934499313694,0.8225,0.8225,0.8225,0.831390410958905,0.4310663074992229,0.8384722222222235,0.4035669698383809
987,4,191,0.4132146337069571,0.86,0.8599999999999999,0.86,0.8314212328767132,0.43096020138738694,0.8384583333333346,0.4037109542391862
988,4,192,0.41352303025018367,0.785,0.785,0.785,0.8313972602739734,0.4308553951982213,0.8379861111111124,0.4038624917658912
989,4,193,0.4136928710126385,0.83,0.83,0.83,0.8314143835616448,0.4307517678463733,0.837916666666668,0.40400677493580006
990,4,194,0.41342589198014673,0.8675,0.8675,0.8675,0.8314486301369872,0.430649200309768,0.837916666666668,0.4041672265852308
991,4,195,0.41353288414526956,0.8375,0.8375,0.8375,0.8314794520547953,0.43054715021153583,0.8379444444444458,0.4043225746433281
992,4,196,0.4133785770931825,0.85,0.85,0.85,0.8315753424657543,0.43044480529441587,0.8380138888888902,0.40448002200753963
993,4,197,0.4135685104011285,0.83,0.83,0.83,0.831640410958905,0.43034052386622257,0.8379861111111124,0.4046267349247094
994,4,198,0.41366126714040286,0.8325,0.8325,0.8325,0.8316712328767133,0.430236815506643,0.8380833333333347,0.4047530093107632
995,5,0,0.3640190064907074,0.875,0.875,0.875,0.8317876712328777,0.430064678806107,0.838166666666668,0.4046025543061241
996,5,1,0.39564718306064606,0.8375,0.8375,0.8375,0.8318150684931517,0.4299363887249099,0.837930555555557,0.4046358789831284
997,5,2,0.4081979990005493,0.83,0.83,0.83,0.8318321917808229,0.4298252679087221,0.8376527777777792,0.4047423504665829
998,5,3,0.395460844039917,0.8725,0.8725,0.8725,0.8318664383561654,0.42969771584860694,0.8377361111111127,0.4047783676889759
999,5,4,0.3861970901489258,0.87,0.87,0.87,0.8319212328767133,0.4295584794076116,0.8377222222222238,0.40477533695835755
1000,5,5,0.37988194823265076,0.875,0.875,0.875,0.831986301369864,0.4294113820290053,0.837805555555557,0.40474207509629145
1001,5,6,0.37528787340436665,0.8675,0.8675,0.8675,0.8320068493150694,0.4292597838519119,0.8379166666666682,0.4046701103595046
1002,5,7,0.3737533278763294,0.86,0.8599999999999999,0.86,0.8321061643835626,0.4291052338597138,0.8379861111111128,0.4045842600595975
1003,5,8,0.37008580896589494,0.8725,0.8725,0.8725,0.8321917808219187,0.4289458200301091,0.8379722222222239,0.4044832298325707
1004,5,9,0.3712423861026764,0.8625,0.8625,0.8625,0.8322431506849323,0.4287893888664755,0.8380138888888906,0.40439172243312316
1005,5,10,0.3753675439141013,0.86,0.8599999999999999,0.86,0.8323013698630145,0.42863899781314063,0.8381805555555573,0.40431686456138194
1006,5,11,0.3726639697949092,0.865,0.865,0.865,0.8323595890410967,0.42848518661778506,0.838097222222224,0.4042422709124444
1007,5,12,0.37032461395630467,0.87,0.87,0.87,0.8324520547945214,0.4283278933440949,0.8382222222222241,0.40415556010582676
1008,5,13,0.36647066686834606,0.88,0.88,0.88,0.8325479452054804,0.4281650217057637,0.8385694444444464,0.4040342023465711
1009,5,14,0.3721758762995402,0.8375,0.8375,0.8375,0.8325787671232885,0.42801014651073527,0.8386944444444464,0.4039352973282939
1010,5,15,0.37182149291038513,0.8575,0.8575,0.8575,0.8326198630136994,0.4278546340155541,0.8388333333333351,0.4038296804806199
1011,5,16,0.37214263572412376,0.845,0.845,0.845,0.8326849315068501,0.42769921092482444,0.8388333333333351,0.4037240602384678
1012,5,17,0.37240919801923966,0.8575,0.8575,0.8575,0.8327568493150693,0.42754345044154557,0.8388888888888906,0.4036172926672408
1013,5,18,0.3694834881707242,0.9075,0.9075,0.9075,0.8329075342465762,0.4273837165732138,0.8392916666666683,0.40348995771349205
1014,5,19,0.3696043938398361,0.87,0.87,0.87,0.8329246575342475,0.42722580400114707,0.8394166666666684,0.40336376293575543
1015,5,20,0.37029998501141864,0.8475,0.8475,0.8475,0.8329383561643844,0.4270700856569345,0.8394305555555572,0.403242571161226
1016,5,21,0.3732043911110271,0.8225,0.8225,0.8225,0.8329075342465762,0.42692007088138095,0.8393333333333349,0.40313240077031115
1017,5,22,0.3722334763278132,0.87,0.87,0.87,0.8329657534246584,0.426769474071388,0.839458333333335,0.4030158870792244
1018,5,23,0.3740416318178177,0.8275,0.8275,0.8275,0.8329726027397268,0.4266223146334144,0.8393888888888905,0.40290816980583816
1019,5,24,0.37436203002929686,0.875,0.875,0.875,0.8330445205479461,0.4264762101177837,0.8398611111111127,0.40278965468582806
1020,5,25,0.37548110691400677,0.8525,0.8525,0.8525,0.8331130136986309,0.42633170955361854,0.8398888888888905,0.4026800428115074
1021,5,26,0.3768756941512779,0.845,0.845,0.845,0.8331883561643845,0.42618906498692954,0.8400555555555572,0.4025710538619559
1022,5,27,0.3783013405544417,0.845,0.845,0.845,0.8332054794520557,0.42604913228033425,0.8399305555555572,0.40247669274672027
1023,5,28,0.3803048976536455,0.83,0.83,0.83,0.8332260273972611,0.425912022293362,0.8399166666666683,0.40238585585007
1024,5,29,0.38272817035516105,0.83,0.83,0.83,0.8332431506849325,0.42577896542028915,0.8398472222222239,0.40230908661842385
1025,5,30,0.3826658591147392,0.845,0.845,0.845,0.833332191780823,0.42564522639427377,0.8398611111111127,0.4022328801906753
1026,5,31,0.38238640781491995,0.8325,0.8325,0.8325,0.8333013698630147,0.4255119705646729,0.8398750000000016,0.40215229640446487
1027,5,32,0.3823132614294688,0.85,0.85,0.85,0.8333424657534256,0.42537901113553694,0.839944444444446,0.4020689076448403
1028,5,33,0.383257277748164,0.83,0.83,0.83,0.8333493150684941,0.4252476853572414,0.8398888888888905,0.40198970199710277
1029,5,34,0.3846433537346976,0.805,0.805,0.805,0.8333732876712338,0.4251174760656519,0.8396805555555572,0.4019169884417431
1030,5,35,0.3843178086810642,0.85,0.85,0.85,0.8333732876712338,0.4249879033840489,0.8397500000000016,0.40184162512595906
1031,5,36,0.3847319548194473,0.83,0.83,0.83,0.8333595890410967,0.4248597862795337,0.8397222222222238,0.4017659717268935
1032,5,37,0.383858270551029,0.855,0.855,0.855,0.8334143835616447,0.42473068398134317,0.8398333333333349,0.40168402779717527
1033,5,38,0.3853308971111591,0.8375,0.8375,0.8375,0.8334349315068501,0.42460388532855886,0.8396805555555571,0.40161326898041466
1034,5,39,0.38534929007291796,0.8525,0.8525,0.8525,0.833489726027398,0.42447745464139,0.8397638888888903,0.4015404748420678
1035,5,40,0.38585954977244863,0.8225,0.8225,0.8225,0.8334623287671241,0.4243521886311676,0.8397222222222235,0.40146636874722896
1036,5,41,0.3871757522934959,0.845,0.845,0.845,0.833489726027398,0.4242286226344043,0.8396527777777791,0.40140026356071107
1037,5,42,0.3870747428993846,0.855,0.855,0.855,0.8335205479452062,0.4241057665403247,0.8396527777777791,0.4013342291707674
1038,5,43,0.38752632994543423,0.8475,0.8475,0.8475,0.833517123287672,0.4239841019608356,0.8395833333333346,0.4012704792879649
1039,5,44,0.3878118309709761,0.8475,0.8475,0.8475,0.8335445205479459,0.4238632274415788,0.8395277777777791,0.40120995211517446
1040,5,45,0.38872891210991406,0.82,0.82,0.82,0.8335650684931515,0.4237435754377112,0.8394583333333345,0.40115415731041765
1041,5,46,0.3887634626094331,0.845,0.845,0.845,0.833585616438357,0.42362404893361166,0.8394305555555568,0.4010994910088849
1042,5,47,0.3864121461908023,0.91,0.91,0.91,0.8336712328767132,0.4235024617071959,0.839916666666668,0.40102647640779193
1043,5,48,0.3872191595787905,0.83,0.83,0.83,0.8336917808219186,0.4233819716065928,0.839930555555557,0.4009541860446839
